customer_id,gender,age,senior_citizen,country,segment,tenure_months,plan,monthly_charges,total_charges,payment_method,paperless_billing,has_addon_service,dependents,support_calls,satisfaction_score,churned
CUST-10057,Female,40,0,UK,Senior,18,Basic,20.86,403.97,Debit Card,1,0,1,1,5.9,0
CUST-10058,Male,37,0,Australia,Family,44,Premium,61.36,2660.47,PayPal,1,1,1,4,3.6,1
CUST-10059,Female,54,0,Australia,Family,34,Premium,70.08,2276.28,Bank Transfer,1,0,0,0,6.3,0
CUST-10060,Female,45,0,Australia,Young Professional,62,Premium,81.54,5317.05,Credit Card,1,0,1,1,9.9,0
CUST-10061,Male,34,0,Canada,Young Professional,14,Premium,79.0,1161.25,Credit Card,0,0,0,3,7.5,0
CUST-10062,Male,45,0,Canada,Senior,48,Standard,39.07,1673.83,Credit Card,1,1,1,3,5.5,1
CUST-10063,Female,58,0,USA,Business,15,Basic,26.63,363.17,PayPal,1,1,0,2,6.6,0
CUST-10064,Female,19,0,Australia,Student,62,Standard,50.35,3401.51,PayPal,1,0,0,3,4.8,1
CUST-10065,Male,42,0,Germany,Student,40,Basic,24.74,951.14,PayPal,1,1,1,4,6.8,0
CUST-10066,Female,67,1,Australia,Business,53,Basic,22.02,1143.42,Bank Transfer,1,1,1,0,5.6,0
CUST-10067,Male,58,0,Australia,Business,24,Premium,66.45,1479.32,Bank Transfer,1,0,0,2,6.3,0
CUST-10068,Female,23,0,Germany,Student,26,Basic,20.78,524.1,Debit Card,1,1,1,2,5.1,0
CUST-10069,Male,28,0,USA,Senior,60,Premium,57.68,3584.65,PayPal,1,0,3,2,7.8,0
CUST-10070,Male,55,0,Australia,Student,41,Premium,65.73,2615.48,Debit Card,0,1,1,0,9.0,0
CUST-10071,Female,23,0,Germany,Business,29,Premium,68.4,1842.03,Bank Transfer,0,0,0,3,7.0,0
CUST-10072,Male,62,1,UK,Student,15,Premium,72.27,947.47,PayPal,1,0,0,3,8.2,0
CUST-10073,Male,28,0,UK,Student,45,Premium,55.57,2706.07,Debit Card,1,0,2,1,7.1,0
CUST-10074,Male,31,0,Germany,Business,65,Premium,57.88,4017.89,Debit Card,1,0,1,1,8.8,0
CUST-10075,Female,19,0,Australia,Senior,71,Standard,45.81,3408.45,PayPal,0,0,0,6,4.8,1
CUST-10076,Male,57,0,Canada,Student,9,Basic,17.61,162.24,Bank Transfer,0,1,1,0,9.7,0
CUST-10077,Female,20,0,Canada,Family,1,Premium,81.87,80.14,Credit Card,0,1,2,3,6.9,0
CUST-10078,Male,52,0,Australia,Family,8,Premium,79.03,679.22,Bank Transfer,1,1,2,3,10.0,0
CUST-10079,Female,50,0,Germany,Student,63,Standard,30.45,2010.4,PayPal,1,1,0,1,5.4,0
CUST-10080,Female,41,0,USA,Business,11,Basic,29.8,345.45,PayPal,1,1,0,4,7.7,0
CUST-10081,Male,36,0,Canada,Family,8,Standard,50.76,376.6,Credit Card,0,0,2,4,4.1,1
CUST-10082,Female,35,0,UK,Student,35,Basic,27.4,916.55,Debit Card,0,1,1,0,8.2,0
CUST-10083,Male,66,1,USA,Business,35,Premium,65.47,2352.77,Bank Transfer,1,0,3,1,5.7,0
CUST-10084,Female,69,1,UK,Family,33,Premium,77.03,2396.4,PayPal,1,1,0,0,6.0,0
CUST-10085,Male,41,0,Australia,Senior,5,Basic,25.82,125.66,Credit Card,0,1,3,2,4.0,1
CUST-10086,Male,62,1,USA,Business,41,Standard,36.24,1503.14,Bank Transfer,1,0,1,1,6.3,0
CUST-10087,Female,52,0,Australia,Family,28,Basic,23.48,630.69,Debit Card,0,0,3,4,7.1,0
CUST-10088,Male,18,0,Canada,Young Professional,7,Standard,53.18,390.26,Bank Transfer,1,1,1,2,4.9,0
CUST-10089,Male,53,0,Australia,Young Professional,12,Basic,21.29,224.64,Bank Transfer,0,0,1,5,8.2,0
CUST-10090,Male,42,0,Canada,Business,34,Standard,36.59,1280.94,PayPal,0,1,1,2,8.5,0
CUST-10091,Female,62,1,Canada,Family,33,Standard,47.51,1389.72,PayPal,1,0,0,1,4.4,0
CUST-10092,Female,66,1,Germany,Senior,48,Basic,22.19,1154.84,Credit Card,0,1,0,0,8.9,0
CUST-10093,Male,60,1,Australia,Business,23,Standard,47.75,1019.67,Debit Card,0,1,2,1,3.4,1
CUST-10094,Male,51,0,USA,Business,62,Basic,16.18,1052.35,Credit Card,0,1,0,0,6.7,0
CUST-10095,Male,42,0,USA,Senior,37,Standard,34.23,1241.45,Debit Card,1,1,1,0,7.5,0
CUST-10096,Female,33,0,Germany,Student,44,Basic,19.83,761.53,Bank Transfer,1,1,0,0,4.4,1
CUST-10097,Male,51,0,Australia,Student,35,Standard,45.17,1574.04,Credit Card,0,1,0,1,6.0,0
CUST-10098,Female,46,0,Germany,Senior,65,Premium,72.46,5077.14,PayPal,1,0,1,2,6.5,0
CUST-10099,Female,36,0,Canada,Senior,47,Premium,82.91,3465.29,Debit Card,1,1,0,2,7.3,0
CUST-10100,Male,40,0,Australia,Family,3,Premium,57.14,159.49,PayPal,1,1,2,1,7.0,0
CUST-10101,Male,36,0,USA,Senior,1,Premium,86.11,82.65,PayPal,1,1,1,2,6.7,0
CUST-10102,Female,42,0,Canada,Young Professional,5,Basic,27.64,126.98,PayPal,0,1,2,0,6.8,0
CUST-10103,Female,33,0,Germany,Young Professional,14,Basic,19.26,292.89,Credit Card,0,1,0,1,5.8,1
CUST-10104,Male,68,1,Germany,Student,27,Standard,51.43,1311.39,PayPal,0,1,1,1,7.5,0
CUST-10105,Female,26,0,Germany,Young Professional,9,Premium,63.26,577.56,PayPal,1,1,0,2,2.7,1
CUST-10106,Male,18,0,Australia,Young Professional,15,Premium,79.24,1076.83,Credit Card,1,0,0,0,7.6,0
CUST-10107,Female,59,0,Germany,Family,42,Basic,19.09,725.64,PayPal,0,0,0,3,6.5,1
CUST-10108,Female,36,0,Canada,Student,51,Standard,36.56,1666.99,Bank Transfer,1,0,0,0,7.8,0
CUST-10109,Female,50,0,Australia,Family,63,Basic,15.78,953.12,Credit Card,1,1,2,0,9.6,0
CUST-10110,Male,51,0,Australia,Business,52,Premium,67.64,3458.17,PayPal,1,1,3,2,5.0,0
CUST-10111,Male,33,0,Canada,Young Professional,4,Standard,31.15,106.24,Debit Card,1,1,0,3,4.3,1
CUST-10112,Male,61,1,USA,Young Professional,23,Basic,16.28,396.22,Credit Card,1,1,2,1,10.0,0
CUST-10113,Female,57,0,Australia,Family,15,Standard,30.3,444.53,PayPal,1,1,2,1,8.2,0
CUST-10114,Male,35,0,Canada,Business,43,Standard,31.53,1205.82,Debit Card,1,0,0,3,5.4,0
CUST-10115,Male,51,0,Australia,Young Professional,29,Premium,87.9,2209.63,Bank Transfer,1,1,3,3,5.7,1
CUST-10116,Male,42,0,USA,Senior,36,Basic,16.04,500.04,Debit Card,1,0,2,0,4.7,1
CUST-10117,Female,62,1,USA,Family,13,Premium,85.85,1020.48,PayPal,0,1,2,1,8.7,0
CUST-10118,Male,23,0,UK,Student,32,Standard,33.66,1049.87,Bank Transfer,1,0,3,3,7.1,0
CUST-10119,Female,38,0,Australia,Business,71,Premium,67.25,5085.33,Bank Transfer,1,0,0,1,8.9,0
CUST-10120,Male,23,0,Australia,Young Professional,59,Premium,63.09,4004.05,Bank Transfer,0,0,2,0,7.2,0
CUST-10121,Male,49,0,Canada,Young Professional,28,Basic,27.67,819.88,Credit Card,1,0,3,3,7.9,0
CUST-10122,Male,58,0,Canada,Student,66,Basic,28.86,1775.7,Bank Transfer,1,1,0,3,9.6,0
CUST-10123,Female,65,1,UK,Young Professional,42,Standard,40.01,1557.29,Bank Transfer,1,0,0,2,7.8,0
CUST-10124,Female,60,1,Canada,Senior,45,Basic,18.71,923.51,Bank Transfer,0,0,0,4,3.2,1
CUST-10125,Female,56,0,USA,Senior,62,Premium,62.82,3974.04,Credit Card,1,1,0,2,3.5,1
CUST-10126,Male,48,0,Germany,Business,57,Standard,52.69,2781.63,Debit Card,1,1,2,1,9.4,0
CUST-10127,Female,59,0,Australia,Senior,6,Premium,77.39,432.88,Bank Transfer,1,1,2,0,4.2,0
CUST-10128,Female,27,0,UK,Business,28,Basic,21.53,577.82,Bank Transfer,0,0,0,3,6.4,0
CUST-10129,Female,47,0,Australia,Business,28,Basic,23.03,648.38,PayPal,0,0,1,1,10.0,0
CUST-10130,Male,69,1,UK,Family,44,Standard,51.54,2436.91,Bank Transfer,1,0,0,4,4.5,1
CUST-10131,Male,35,0,Germany,Young Professional,30,Basic,16.61,448.33,Credit Card,0,0,2,1,8.0,0
CUST-10132,Male,41,0,UK,Young Professional,62,Standard,51.96,2806.01,Debit Card,1,0,2,1,6.3,0
CUST-10133,Male,69,1,UK,Senior,62,Premium,87.02,5132.98,PayPal,1,1,2,0,8.2,0
CUST-10134,Male,26,0,Germany,Young Professional,1,Standard,49.05,44.7,Credit Card,0,1,1,0,6.1,1
CUST-10135,Male,48,0,Canada,Business,27,Premium,55.19,1481.08,PayPal,0,1,2,1,7.0,0
CUST-10136,Female,32,0,USA,Business,62,Basic,24.04,1527.72,Bank Transfer,1,0,2,0,7.6,0
CUST-10137,Male,21,0,UK,Student,3,Basic,23.38,65.06,Debit Card,1,0,1,0,3.3,1
CUST-10138,Female,57,0,USA,Young Professional,70,Premium,72.39,5175.45,Debit Card,1,0,2,1,6.7,0
CUST-10139,Female,26,0,UK,Young Professional,27,Premium,56.61,1430.31,Bank Transfer,1,0,0,3,5.0,1
CUST-10140,Female,62,1,Germany,Senior,9,Standard,39.53,358.85,Bank Transfer,1,1,2,5,7.9,1
CUST-10141,Male,26,0,USA,Senior,62,Premium,81.8,5113.59,Bank Transfer,1,1,1,4,5.4,0
CUST-10142,Male,43,0,Australia,Family,37,Standard,51.77,1761.2,Debit Card,0,1,2,0,8.3,0
CUST-10143,Female,21,0,USA,Senior,51,Basic,28.25,1453.49,Credit Card,0,1,2,0,9.0,0
CUST-10144,Male,34,0,Germany,Business,44,Basic,17.51,728.07,Bank Transfer,1,1,0,5,4.5,1
CUST-10145,Female,33,0,Canada,Business,24,Premium,75.08,1683.31,PayPal,0,1,0,1,8.5,0
CUST-10146,Male,32,0,Canada,Young Professional,59,Basic,16.92,920.78,Bank Transfer,1,0,0,1,9.1,0
CUST-10147,Male,52,0,USA,Student,32,Standard,36.32,1088.36,Debit Card,1,1,0,1,10.0,0
CUST-10148,Male,69,1,Germany,Young Professional,52,Standard,38.78,2110.54,Credit Card,0,1,0,3,10.0,0
CUST-10149,Male,22,0,Canada,Student,62,Standard,52.13,2945.2,Credit Card,1,0,3,0,4.3,0
CUST-10150,Female,22,0,Canada,Senior,58,Standard,53.87,3188.62,Bank Transfer,1,0,0,2,6.7,0
CUST-10151,Male,37,0,Canada,Family,52,Basic,27.69,1548.15,Debit Card,1,0,2,1,8.2,0
CUST-10152,Female,32,0,USA,Family,12,Basic,24.27,273.04,Bank Transfer,0,1,1,2,7.7,0
CUST-10153,Male,35,0,Canada,Family,39,Standard,42.74,1429.13,Debit Card,0,0,3,0,8.7,0
CUST-10154,Male,64,1,Germany,Senior,2,Standard,34.57,59.19,Bank Transfer,0,1,3,2,5.4,1
CUST-10155,Female,19,0,Germany,Student,3,Standard,33.08,87.82,Credit Card,0,1,2,1,7.9,0
CUST-10156,Male,46,0,Australia,Young Professional,56,Standard,31.49,1547.64,Credit Card,1,1,1,2,5.2,1
CUST-10157,Male,30,0,Canada,Family,59,Basic,29.81,1823.88,PayPal,1,1,1,1,8.1,0
CUST-10158,Male,21,0,Australia,Young Professional,2,Premium,59.05,109.08,Bank Transfer,1,1,3,0,8.4,0
CUST-10159,Female,59,0,Australia,Family,2,Standard,50.23,101.77,Credit Card,1,1,0,1,8.3,0
CUST-10160,Male,62,1,Canada,Student,54,Basic,16.78,779.63,Debit Card,0,0,1,5,3.8,0
CUST-10161,Male,27,0,Australia,Senior,1,Standard,54.97,50.79,Bank Transfer,1,1,0,5,3.2,1
CUST-10162,Male,48,0,Canada,Student,19,Premium,56.56,976.41,Debit Card,1,0,1,0,7.6,0
CUST-10163,Male,58,0,UK,Student,2,Premium,69.38,127.54,Bank Transfer,1,0,1,4,5.9,1
CUST-10164,Female,25,0,Germany,Business,53,Basic,19.26,916.43,Debit Card,0,1,1,5,8.2,0
CUST-10165,Female,20,0,UK,Family,44,Standard,33.8,1494.05,PayPal,0,1,0,1,4.8,0
CUST-10166,Male,65,1,USA,Student,32,Basic,16.63,540.52,PayPal,1,1,0,0,6.3,0
CUST-10167,Male,63,1,USA,Business,70,Basic,26.28,1631.99,Credit Card,1,1,3,3,7.9,0
CUST-10168,Female,26,0,Australia,Young Professional,32,Standard,39.96,1323.88,PayPal,0,0,0,1,8.5,0
CUST-10169,Female,47,0,UK,Student,68,Standard,53.57,3323.82,Credit Card,1,1,0,2,7.9,0
CUST-10170,Female,28,0,UK,Senior,55,Premium,75.75,3835.91,Bank Transfer,1,0,0,5,5.1,1
CUST-10171,Male,52,0,Canada,Business,56,Basic,26.14,1547.67,Credit Card,1,1,0,4,8.1,0
CUST-10172,Male,54,0,Australia,Senior,17,Basic,22.14,404.81,PayPal,1,1,1,1,8.5,0
CUST-10173,Male,59,0,Germany,Business,38,Standard,45.06,1808.46,Credit Card,1,0,3,2,4.7,0
CUST-10174,Female,30,0,UK,Family,24,Basic,24.15,514.04,Bank Transfer,1,1,2,3,4.2,1
CUST-10175,Female,53,0,UK,Young Professional,69,Basic,21.1,1601.29,Bank Transfer,1,1,0,3,8.2,0
CUST-10176,Male,30,0,Canada,Senior,70,Basic,19.75,1407.29,Bank Transfer,1,1,0,0,7.1,0
CUST-10177,Male,29,0,Canada,Student,11,Standard,36.08,388.04,Credit Card,0,0,1,5,5.1,1
CUST-10178,Female,54,0,Germany,Young Professional,16,Basic,21.55,375.37,Debit Card,0,1,2,4,6.7,0
CUST-10179,Female,27,0,Australia,Young Professional,59,Standard,41.76,2597.62,Bank Transfer,1,1,0,0,6.8,0
CUST-10180,Male,26,0,Canada,Student,70,Basic,28.74,2057.89,PayPal,1,0,0,1,7.8,0
CUST-10181,Female,69,1,USA,Senior,3,Basic,26.68,84.8,Debit Card,0,0,1,5,3.2,1
CUST-10182,Male,24,0,UK,Senior,20,Standard,49.35,933.98,Credit Card,1,1,0,2,7.8,0
CUST-10183,Male,19,0,USA,Family,59,Basic,22.88,1378.17,Credit Card,1,0,0,0,6.4,0
CUST-10184,Female,40,0,USA,Business,36,Standard,36.53,1180.42,Bank Transfer,1,1,0,1,4.7,0
CUST-10185,Male,56,0,UK,Young Professional,19,Basic,27.56,574.42,PayPal,1,0,0,2,8.8,0
CUST-10186,Female,57,0,UK,Young Professional,67,Standard,33.42,2233.17,Credit Card,1,0,0,2,9.9,0
CUST-10187,Female,56,0,Canada,Family,19,Basic,17.59,352.04,Debit Card,0,0,2,2,7.8,0
CUST-10188,Male,38,0,Australia,Business,20,Basic,15.31,291.47,Credit Card,0,1,1,4,7.9,0
CUST-10189,Female,40,0,UK,Business,71,Standard,33.3,2457.88,Credit Card,0,0,0,1,6.8,0
CUST-10190,Female,46,0,Australia,Business,52,Premium,55.56,2735.34,Bank Transfer,1,0,1,1,9.6,0
CUST-10191,Female,31,0,UK,Student,33,Basic,26.02,856.37,Debit Card,1,1,0,4,9.9,0
CUST-10192,Female,43,0,USA,Family,40,Standard,51.3,2143.44,Debit Card,1,0,1,1,7.8,0
CUST-10193,Male,68,1,USA,Student,39,Standard,46.04,1578.63,PayPal,1,1,0,0,9.4,0
CUST-10194,Female,22,0,Germany,Business,1,Standard,34.4,32.31,Credit Card,1,0,3,3,7.6,0
CUST-10195,Female,48,0,Canada,Student,11,Premium,80.04,868.33,Debit Card,1,0,0,4,5.0,1
CUST-10196,Female,42,0,Canada,Young Professional,57,Basic,20.87,1110.48,Debit Card,0,0,2,1,7.7,0
CUST-10197,Female,48,0,UK,Student,50,Premium,80.37,3726.52,PayPal,0,0,0,0,6.9,0
CUST-10198,Female,67,1,UK,Student,23,Standard,48.89,1034.97,Bank Transfer,1,1,2,1,10.0,0
CUST-10199,Female,37,0,Canada,Senior,31,Basic,29.46,828.18,Bank Transfer,1,1,0,0,9.2,0
CUST-10200,Male,61,1,Germany,Family,42,Premium,75.23,3356.42,PayPal,1,0,0,3,6.2,0
CUST-10201,Male,34,0,UK,Business,7,Standard,42.73,323.3,Debit Card,0,1,0,4,5.5,1
CUST-10202,Male,62,1,Australia,Family,16,Standard,47.72,782.7,PayPal,1,0,0,5,5.2,1
CUST-10203,Female,19,0,UK,Young Professional,60,Standard,44.23,2275.82,Bank Transfer,1,1,0,0,8.4,0
CUST-10204,Female,42,0,Australia,Business,2,Standard,50.06,104.78,PayPal,1,1,1,1,4.8,1
CUST-10205,Male,30,0,Australia,Young Professional,1,Basic,15.08,14.83,PayPal,0,1,1,4,3.8,1
CUST-10206,Male,56,0,USA,Student,48,Standard,49.7,2479.86,Credit Card,1,1,0,1,3.5,1
CUST-10207,Male,45,0,USA,Senior,12,Basic,23.45,269.96,PayPal,1,1,3,4,6.9,0
CUST-10208,Male,59,0,Germany,Business,69,Premium,69.63,4133.61,Debit Card,0,1,0,2,5.8,1
CUST-10209,Female,23,0,USA,Young Professional,37,Premium,66.81,2522.32,Bank Transfer,0,1,1,6,5.9,1
CUST-10210,Female,20,0,Australia,Student,32,Standard,52.58,1617.15,Bank Transfer,1,1,2,2,10.0,0
CUST-10211,Male,52,0,Germany,Business,9,Standard,53.64,515.85,Debit Card,0,0,3,0,3.5,0
CUST-10212,Female,35,0,USA,Business,19,Basic,16.42,322.78,Debit Card,1,0,0,3,10.0,0
CUST-10213,Female,28,0,USA,Family,48,Basic,19.82,894.35,Bank Transfer,0,1,1,4,1.8,1
CUST-10214,Male,37,0,Australia,Business,3,Premium,86.22,266.67,PayPal,1,0,0,2,8.4,0
CUST-10215,Female,22,0,UK,Young Professional,20,Basic,16.66,324.48,Debit Card,0,1,0,1,8.1,0
CUST-10216,Female,36,0,Germany,Senior,24,Standard,54.81,1183.63,PayPal,1,1,1,0,6.0,0
CUST-10217,Male,39,0,USA,Business,54,Premium,61.77,3185.25,Credit Card,0,1,1,3,7.9,0
CUST-10218,Male,36,0,Australia,Young Professional,33,Premium,86.53,2586.09,Debit Card,1,1,0,2,6.6,0
CUST-10219,Female,64,1,USA,Student,24,Standard,37.53,766.65,Credit Card,1,1,0,2,9.4,0
CUST-10220,Male,33,0,UK,Student,36,Standard,42.09,1381.42,PayPal,1,1,0,3,3.2,1
CUST-10221,Female,41,0,Canada,Business,38,Standard,40.11,1375.56,PayPal,0,1,1,3,8.3,0
CUST-10222,Male,58,0,Germany,Senior,25,Premium,71.19,1514.64,PayPal,0,1,1,1,8.8,0
CUST-10223,Male,21,0,Germany,Business,18,Standard,45.67,859.94,Credit Card,0,1,2,0,5.0,0
CUST-10224,Male,32,0,Australia,Family,66,Standard,30.29,1737.59,Bank Transfer,1,0,0,1,5.8,0
CUST-10225,Male,42,0,Australia,Business,54,Basic,20.45,1062.64,Bank Transfer,1,1,2,5,6.3,0
CUST-10226,Male,61,1,USA,Family,35,Basic,25.95,867.0,Debit Card,0,1,1,1,5.1,0
CUST-10227,Male,52,0,Germany,Family,61,Standard,50.76,2772.23,Credit Card,1,1,1,2,8.9,0
CUST-10228,Female,31,0,USA,Family,41,Premium,69.47,3109.4,Debit Card,0,0,0,1,5.6,1
CUST-10229,Male,66,1,Canada,Family,33,Premium,79.52,2626.56,PayPal,1,1,0,1,8.5,0
CUST-10230,Female,36,0,Germany,Family,68,Premium,78.88,5650.05,Debit Card,1,1,0,4,8.7,0
CUST-10231,Female,55,0,Canada,Student,33,Standard,42.31,1359.97,PayPal,1,1,1,0,7.8,0
CUST-10232,Male,53,0,USA,Business,14,Premium,72.74,1049.67,Credit Card,1,1,2,3,5.1,0
CUST-10233,Male,24,0,UK,Business,21,Premium,64.71,1484.61,Bank Transfer,1,1,1,2,7.0,0
CUST-10234,Male,47,0,Canada,Family,48,Standard,52.89,2379.06,Credit Card,1,0,0,3,9.0,0
CUST-10235,Female,36,0,UK,Family,20,Basic,27.34,533.8,Bank Transfer,1,0,2,1,7.0,0
CUST-10236,Male,66,1,Germany,Family,8,Standard,32.57,254.98,Debit Card,1,1,0,3,5.2,1
CUST-10237,Female,42,0,UK,Business,7,Premium,58.81,451.99,Credit Card,1,1,0,0,9.0,0
CUST-10238,Male,33,0,UK,Family,67,Basic,27.31,1661.84,Debit Card,0,1,0,1,9.2,0
CUST-10239,Male,64,1,USA,Family,17,Premium,72.46,1255.08,Credit Card,0,1,0,4,10.0,0
CUST-10240,Female,57,0,USA,Senior,33,Basic,17.9,522.64,Bank Transfer,1,1,0,0,7.5,0
CUST-10241,Female,68,1,USA,Business,48,Standard,50.2,2606.49,PayPal,1,0,1,0,7.0,0
CUST-10242,Female,25,0,USA,Senior,59,Standard,36.43,2144.03,Credit Card,0,0,0,4,7.4,0
CUST-10243,Male,35,0,Germany,Young Professional,22,Standard,44.51,1042.68,Credit Card,1,1,0,2,6.7,0
CUST-10244,Male,45,0,USA,Senior,30,Standard,38.48,1239.7,Debit Card,1,0,1,0,7.4,0
